"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.341545087E2,-1.365740204E1,-4.983986282E1,-1.241011047E1
1.341844618E2,-1.327169800E1,-5.049693298E1,-1.006089783E1
1.342144158E2,-1.322962189E1,-5.046529388E1,-9.414100647E0
1.342443688E2,-1.311687469E1,-5.034715652E1,-1.048217010E1
1.342743218E2,-1.276321411E1,-4.971999741E1,-1.293011475E1
1.343042757E2,-1.248303223E1,-4.881211090E1,-1.492429352E1
1.343342288E2,-1.202194977E1,-4.835973358E1,-1.622219086E1
1.343641817E2,-1.169936371E1,-4.817149353E1,-1.658273315E1
1.343941358E2,-1.144790649E1,-4.841794205E1,-1.584736633E1
1.344240888E2,-1.131230927E1,-4.855025482E1,-1.531133270E1
1.344540418E2,-1.128556061E1,-4.866643524E1,-1.502698517E1
1.344839948E2,-1.098262024E1,-4.877268219E1,-1.484366608E1
1.345139487E2,-1.009092712E1,-4.894509125E1,-1.449252319E1
1.345439018E2,-9.068878174E0,-4.941424561E1,-1.361392212E1
1.345738548E2,-8.058258057E0,-4.985525131E1,-1.314529419E1
1.346038088E2,-7.548561096E0,-5.002254868E1,-1.310634613E1
1.346337618E2,-6.590782166E0,-5.040459824E1,-1.257346344E1
1.346637147E2,-5.719039917E0,-5.051687622E1,-1.169605255E1
1.346936688E2,-4.381782532E0,-5.053471756E1,-1.206209564E1
1.347236218E2,-2.604148865E0,-5.040305328E1,-1.294469452E1
1.347535748E2,-8.907546997E-1,-5.009736252E1,-1.355770874E1
1.347835278E2,8.140945435E-1,-4.973867035E1,-1.436578369E1
1.348134817E2,1.920524597E0,-4.931013107E1,-1.504530334E1
1.348434341E2,2.573951721E0,-4.913864517E1,-1.555963898E1
1.348733871E2,2.765274048E0,-4.899685287E1,-1.570400238E1
1.349033411E2,2.525489807E0,-4.887511444E1,-1.572509766E1
1.349332941E2,2.581344604E0,-4.909268570E1,-1.534319305E1
1.349632471E2,2.511970520E0,-4.923712921E1,-1.457949829E1
1.349932011E2,2.955856323E0,-4.962591553E1,-1.387655640E1
1.350231541E2,3.835212708E0,-4.978518677E1,-1.372378540E1
1.350531071E2,4.768020630E0,-4.979831314E1,-1.333157349E1
1.350830611E2,5.589057922E0,-4.971184921E1,-1.330847168E1
1.351130141E2,6.124908447E0,-4.960677338E1,-1.312394714E1
1.351429671E2,6.120559692E0,-4.970980072E1,-1.270883179E1
1.351729201E2,6.479949951E0,-4.993737793E1,-1.221269226E1
1.352028741E2,6.352279663E0,-5.016103745E1,-1.158142090E1
1.352328271E2,5.949089050E0,-5.043878555E1,-1.050074768E1
1.352627801E2,6.099220276E0,-5.078046799E1,-9.859886169E0
1.352927341E2,6.715835571E0,-5.088996124E1,-9.498229980E0
1.353226871E2,7.629974365E0,-5.051681900E1,-9.576881409E0
1.353526401E2,8.423973083E0,-5.025651932E1,-9.610382080E0
1.353825941E2,9.064888000E0,-4.968173218E1,-1.056993866E1
1.354125471E2,1.000876617E1,-4.919531250E1,-1.112313080E1
1.354425001E2,1.084658051E1,-4.870423126E1,-1.154261780E1
1.354724541E2,1.185567474E1,-4.853163910E1,-1.139749908E1
1.355024071E2,1.302265167E1,-4.837273026E1,-1.056365204E1
1.355323601E2,1.448900604E1,-4.844908524E1,-9.496139526E0
1.355623131E2,1.576902008E1,-4.871321869E1,-6.956336975E0
1.355922671E2,1.708898926E1,-4.886665726E1,-4.343872070E0
1.356222201E2,1.803816986E1,-4.884378815E1,-3.038681030E0
1.356521731E2,1.828399658E1,-4.888192749E1,-2.670806885E0
1.356821271E2,1.786389923E1,-4.927463913E1,-1.627304077E0
1.357120801E2,1.722241211E1,-4.977921677E1,4.433364868E-1
1.357420331E2,1.611772919E1,-5.038432693E1,3.039878845E0
1.357719871E2,1.529138184E1,-5.047352219E1,5.965164185E0
1.358019401E2,1.493838501E1,-5.055649185E1,7.390487671E0
1.358318931E2,1.482183075E1,-5.048105621E1,8.001914978E0
1.358618479E2,1.484071350E1,-5.036066818E1,8.773803711E0
1.358918009E2,1.497404480E1,-5.011042786E1,9.099998474E0
1.359217539E2,1.529254913E1,-4.980038834E1,8.260025024E0
1.359517079E2,1.550275421E1,-4.977830887E1,6.872901917E0
1.359816609E2,1.577012634E1,-4.980823898E1,5.005256653E0
1.360116139E2,1.652161407E1,-4.992699432E1,3.579421997E0
