"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.771661791E2,-1.594837570E1,4.599482727E1,-1.710313416E1
2.771960151E2,-1.811221504E1,4.518923187E1,-1.923134232E1
2.772258521E2,-1.883552551E1,4.461608887E1,-2.186199188E1
2.772556881E2,-1.884713364E1,4.396464539E1,-2.380743790E1
2.772855251E2,-2.031480408E1,4.329154968E1,-2.488210678E1
2.773153611E2,-2.149368477E1,4.289889526E1,-2.613896561E1
2.773451981E2,-2.162131691E1,4.295640564E1,-2.681087875E1
2.773750341E2,-2.151810265E1,4.319272614E1,-2.698773575E1
2.774048711E2,-2.122021484E1,4.380499268E1,-2.623768234E1
2.774347071E2,-2.076598167E1,4.407760620E1,-2.667386246E1
2.774645441E2,-1.958852768E1,4.480677032E1,-2.693014145E1
2.774943801E2,-1.835465622E1,4.569344330E1,-2.682844162E1
2.775242171E2,-1.670941162E1,4.635272217E1,-2.634077835E1
2.775540531E2,-1.574022102E1,4.727471161E1,-2.525436783E1
2.775838901E2,-1.532733440E1,4.766696167E1,-2.488782120E1
2.776137261E2,-1.579607773E1,4.723793793E1,-2.531283188E1
2.776435631E2,-1.672163200E1,4.670055389E1,-2.670308304E1
2.776733991E2,-1.783293915E1,4.600914764E1,-2.734628677E1
2.777032361E2,-1.868240929E1,4.564157867E1,-2.754924393E1
2.777330721E2,-1.960494995E1,4.549331665E1,-2.720038223E1
2.777629091E2,-1.999113083E1,4.558672333E1,-2.615047836E1
2.777927451E2,-2.043988228E1,4.572708130E1,-2.562537766E1
2.778225821E2,-2.023740005E1,4.572621918E1,-2.446908188E1
2.778524181E2,-1.996086311E1,4.623806763E1,-2.334019089E1
2.778822551E2,-1.994972229E1,4.636471558E1,-2.143999100E1
2.779120911E2,-1.982439804E1,4.673532867E1,-2.008160019E1
2.779419281E2,-1.976255226E1,4.682240295E1,-1.925228500E1
2.779717641E2,-1.926831627E1,4.696118927E1,-1.818104553E1
2.780016011E2,-1.948065376E1,4.755099487E1,-1.681029892E1
2.780314371E2,-1.918276024E1,4.752459717E1,-1.555836487E1
2.780612741E2,-1.917999458E1,4.749863434E1,-1.459904099E1
2.780911101E2,-1.935507011E1,4.783810425E1,-1.363397217E1
2.781209471E2,-1.865777969E1,4.778407288E1,-1.228610229E1
2.781507835E2,-1.768408966E1,4.833559418E1,-1.026165390E1
2.781806205E2,-1.656435776E1,4.855698395E1,-9.003623962E0
2.782104565E2,-1.528832626E1,4.889479065E1,-7.466426849E0
2.782402925E2,-1.397656250E1,4.899398041E1,-6.212505341E0
2.782701295E2,-1.300780487E1,4.903246307E1,-5.275608063E0
2.782999655E2,-1.207342339E1,4.903093719E1,-5.269702911E0
2.783298025E2,-1.179633999E1,4.891377258E1,-6.077686310E0
2.783596385E2,-1.100022793E1,4.880513763E1,-7.339626312E0
2.783894755E2,-1.120459270E1,4.867485046E1,-7.894317627E0
2.784193115E2,-1.079769135E1,4.859567261E1,-8.094024658E0
2.784491485E2,-1.008023262E1,4.844815063E1,-8.768138885E0
2.784789845E2,-8.971822739E0,4.849806213E1,-8.913467407E0
2.785088215E2,-8.212125778E0,4.846038818E1,-8.420352936E0
2.785386575E2,-7.371543407E0,4.865932465E1,-9.011333466E0
2.785684945E2,-6.982376575E0,4.832856750E1,-9.061538696E0
2.785983305E2,-6.876974106E0,4.824244690E1,-9.396488190E0
2.786281675E2,-6.997411251E0,4.767528534E1,-8.745971680E0
2.786580035E2,-7.104651928E0,4.738310242E1,-8.478473663E0
2.786878405E2,-7.524769783E0,4.739668274E1,-9.201068878E0
2.787176765E2,-7.860166550E0,4.743414307E1,-9.537628174E0
2.787475135E2,-8.419128418E0,4.727050781E1,-1.078749847E1
2.787773495E2,-8.421711922E0,4.666928864E1,-1.168321228E1
2.788071865E2,-8.273941040E0,4.610594177E1,-1.193549347E1
2.788370225E2,-8.190515518E0,4.601809692E1,-1.241238785E1
2.788668595E2,-7.646329880E0,4.658889008E1,-1.188470459E1
2.788966955E2,-7.169289112E0,4.675054169E1,-1.133557129E1
2.789265325E2,-6.317286968E0,4.726699066E1,-1.037295914E1
2.789563685E2,-5.703907967E0,4.759298706E1,-9.738838196E0
